INSTNM,SATVR75,SATWR75,SATMT75,mn_earn_wne_p10,CITY
Wesleyan College,600,590,600,37600,Macon
Arcadia University,600,590,600,,Glenside
DeSales University,600,590,600,,Center Valley
Hood College,600,590,600,,Frederick
Hood College,600,590,600,45300,Frederick
Linfield College,600,590,600,,McMinnville
Roanoke College,600,590,600,,Salem
The University of Montana,600,590,600,,Missoula
George Fox University,600,590,600,,Newberg
Regis University,600,600,600,56400,Denver
Georgia College & State University,600,600,600,42600,Milledgeville
Seton Hall University,600,600,600,,South Orange
Louisiana College,600,600,600,,Pineville
Louisiana College,600,600,600,,Pineville
Emmanuel College,600,600,600,,Boston
Louisiana College,600,600,600,41100,Pineville
Saint Anselm College,600,600,600,,Manchester
Trinity Baptist College,600,600,600,,Jacksonville
Louisiana College,600,600,600,45900,Pineville
Louisiana College,600,600,600,,Pineville
John Brown University,600,600,600,,Siloam Springs
Louisiana College,600,600,600,43600,Pineville
Saint Michaels College,600,600,600,,Colchester
Xavier University,600,600,600,,Cincinnati
Spring Hill College,600,610,600,,Mobile
Saint Anselm College,600,610,600,59000,Manchester
Saint Mary's College,600,610,600,,Notre Dame
ALFRED UNIVERSITY,598,,600,,ALFRED
Milligan College,598,575,600,,Milligan College
Hartwick College,598,580,600,53200,Oneonta
HEIDELBERG COLLEGE,597,,600,,TIFFIN
Motlow State Community College,593,,600,,Tullahoma
Berea College,593,563,600,35900,Berea
Brigham Young University-Hawaii,591,,600,44100,Laie
SUNY College at Oneonta,590,,600,,Oneonta
APPALACHIAN STATE UNIVERSITY,590,,600,,BOONE
Texas A & M University at Galveston,590,,600,,Galveston
ADELPHI UNIVERSITY,590,,600,,GARDEN CITY
Roger Williams University,590,,600,51000,Bristol
Georgia State University,590,,600,45900,Atlanta
South Dakota State University,590,,600,,Brookings
CALIFORNIA LUTHERAN UNIVERSITY,590,,600,,THOUSAND OAKS
Augsburg College,590,,600,,Minneapolis
WHITTIER COLLEGE,590,,600,,WHITTIER
CLARK ATLANTA UNIVERSITY,590,,600,,ATLANTA
VALLEY FORGE MILITARY COLLEGE,590,,600,,WAYNE
SETON HALL UNIVERSITY,590,,600,,SOUTH ORANGE
HOFSTRA UNIVERSITY,590,,600,,HEMPSTEAD
Azusa Pacific University,590,,600,56500,Azusa
LYCOMING COLLEGE,590,,600,,WILLIAMSPORT
UNIVERSITY OF MAINE,590,,600,,ORONO
CALIFORNIA MARITIME ACADEMY,590,,600,,VALLEJO
FLORIDA COLLEGE,590,,600,,TEMPLE TERRACE
Saint Marys College of California,590,,600,67500,Moraga
UNIVERSITY OF SOUTH FLORIDA,590,,600,,TAMPA
SUNY at Fredonia,590,,600,,Fredonia
TRINITY CHRISTIAN COLLEGE,590,,600,,Palos Heights
CALIFORNIA LUTHERAN UNIVERSITY,590,,600,,THOUSAND OAKS
UNIVERSITY OF COLORADO AT COLORADO SPRINGS,590,,600,,COLORADO SPRINGS
HOUSTON BAPTIST UNIVERSITY,590,,600,,HOUSTON
University of North Texas,590,,600,45900,Denton
SUNY College at Oswego,590,,600,45000,Oswego
Louisiana State University-Shreveport,590,,600,41300,Shreveport
CONEMAUGH VALLEY MEMORIAL HOSPITAL,590,,600,,JOHNSTOWN
PUGET SOUND CHRISTIAN COLLEGE,590,,600,,Mountlake Terrace
SAINT MARYS COLLEGE OF CALIFORNIA,590,,600,,MORAGA
DeSales University,590,,600,53000,Center Valley
CARTHAGE COLLEGE,590,,600,,KENOSHA
Salve Regina University,590,,600,50800,Newport
Southeast Missouri State University,590,,600,40700,Cape Girardeau
University of Colorado-Colorado Springs,590,,600,46500,Colorado Springs
UNIVERSITY OF WYOMING,590,,600,,Laramie
Seton Hall University,590,,600,,South Orange
Marietta College,590,,600,,Marietta
Canisius College,590,,600,,Buffalo
Grace College and Theological Seminary,590,,600,38100,Winona Lake
Nova Southeastern University,590,,600,,Fort Lauderdale
Temple University,590,,600,,Philadelphia
Georgia College & State University,590,,600,43000,Milledgeville
Texas A & M University at Galveston,590,,600,67400,Galveston
Le Moyne College,590,,600,58100,Syracuse
SUNY at Fredonia,590,,600,43100,Fredonia
UNIVERSITY OF RHODE ISLAND,590,,600,,KINGSTON
Roger Williams University,590,,600,,Bristol
ROWAN UNIVERSITY,590,,600,,GLASSBORO
Georgia Southern University,590,,600,43200,Statesboro
Marietta College,590,,600,,Marietta
University of Rhode Island,590,,600,,Kingston
Lynchburg General Hospital School of Nursing,590,,600,,Lynchburg
Carroll College,590,,600,,Helena
Lake Superior State University,590,,600,,Sault Ste Marie
Georgia State University,590,,600,,Atlanta
University of Maine,590,,600,,Orono
The Richard Stockton College of New Jersey,590,,600,,Pomona
Southwest Baptist University,590,,600,,Bolivar
Graceland University-Lamoni,590,,600,,Lamoni
CONCORDIA UNIVERSITY,590,,600,,RIVER FOREST
AZUSA PACIFIC UNIVERSITY,590,,600,,AZUSA
REGIS UNIVERSITY,590,,600,,DENVER
UNIVERSITY OF THE SCIENCES IN PHILADELPHIA,590,,600,,PHILADELPHIA
DUQUESNE UNIVERSITY,590,,600,,PITTSBURGH
Citadel Military College of South Carolina,590,,600,56600,Charleston
LE MOYNE COLLEGE,590,,600,,SYRACUSE
SUNY at Fredonia,590,,600,43500,Fredonia
AZUSA PACIFIC UNIVERSITY,590,,600,,AZUSA
Pace University-New York,590,,600,,New York
QUINNIPIAC UNIVERSITY,590,,600,,HAMDEN
UNIVERSITY OF SOUTH FLORIDA,590,,600,,TAMPA
GEORGIA STATE UNIVERSITY,590,,600,,ATLANTA
SUNY at Fredonia,590,,600,,Fredonia
University of Mississippi Main Campus,590,,600,,University
Georgia State University,590,,600,,Atlanta
UNIVERSITY OF SAN FRANCISCO,590,,600,,SAN FRANCISCO
MOREHOUSE COLLEGE,590,,600,,ATLANTA
RAMAPO COLLEGE OF NEW JERSEY,590,,600,,MAHWAH
MANHATTAN COLLEGE,590,,600,,BRONX
SUNY COLLEGE AT FREDONIA,590,,600,,FREDONIA
APPALACHIAN STATE UNIVERSITY,590,,600,,BOONE
UNIVERSITY OF RHODE ISLAND,590,,600,,KINGSTON
UNIVERSITY OF MAINE,590,,600,,ORONO
DANIEL WEBSTER COLLEGE,590,,600,,NASHUA
OHIO UNIVERSITY-MAIN CAMPUS,590,,600,,ATHENS
UNIVERSITY OF CINCINNATI-MAIN CAMPUS,590,,600,,CINCINNATI
Oklahoma Baptist University,590,,600,37700,Shawnee
Brigham Young University-Hawaii,590,,600,,Laie
WESTMINSTER COLLEGE,590,,600,,NEW WILMINGTON
Georgia State University,590,,600,,Atlanta
UNIVERSITY OF MAINE,590,,600,,ORONO
University of Connecticut-Stamford,590,,600,,Stamford
University of Colorado at Denver and Health Sciences Center,590,,600,,Denver
Avila University,590,,600,,Kansas City
Baldwin Wallace University,590,,600,,Berea
Saint Marys College of California,590,,600,,Moraga
Salisbury University,590,,600,,Salisbury
Brigham Young University-Idaho,590,,600,,Rexburg
University of Maine,590,,600,,Orono
University of Mississippi,590,,600,,University
DeSales University,590,,600,,Center Valley
Arizona State University-West,590,,600,,Glendale
Louisiana Tech University,590,,600,,Ruston
Marion Military Institute,590,,600,,Marion
Southern California Institute of Architecture,590,0,600,,Los Angeles
Evangel University,590,550,600,,Springfield
University of Minnesota-Rochester,590,560,600,54000,Rochester
Montana Tech of the University of Montana,590,560,600,50100,Butte
Citadel Military College of South Carolina,590,560,600,,Charleston
The University of Texas at Tyler,590,560,600,49600,Tyler
University of Nevada-Reno,590,560,600,,Reno
Geneva College,590,570,600,,Beaver Falls
Eastern Mennonite University,590,570,600,,Harrisonburg
University of Maine,590,570,600,,Orono
University of Maine,590,570,600,45400,Orono
University of Colorado Colorado Springs,590,570,600,,Colorado Springs
Georgia Southern University,590,570,600,,Statesboro
SUNY College of Environmental Science and Forestry,590,570,600,,Syracuse
Northern Arizona University,590,570,600,46600,Flagstaff
Dominican University,590,570,600,,River Forest
Saint Vincent College,590,570,600,47500,Latrobe
Westminster College,590,572,600,,New Wilmington
Linfield College-McMinnville Campus,590,575,600,,McMinnville
University of Colorado at Colorado Springs,590,580,600,48900,Colorado Springs
Capital University,590,580,600,45900,Columbus
Rutgers University-Camden,590,580,600,62600,Camden
Azusa Pacific University,590,580,600,,Azusa
Florida Southern College,590,580,600,,Lakeland
Presbyterian College,590,580,600,,Clinton
Hartwick College,590,580,600,,Oneonta
University of Colorado at Colorado Springs,590,580,600,,Colorado Springs
Hartwick College,590,580,600,,Oneonta
University of Maine,590,580,600,43800,Orono
Temple University,590,580,600,,Philadelphia
University of Maine,590,580,600,,Orono
Randolph-Macon College,590,580,600,,Ashland
High Point University,590,590,600,42000,High Point
West Chester University of Pennsylvania,590,590,600,,West Chester
John Carroll University,590,590,600,,Cleveland
Moravian College and Moravian Theological Seminary,590,590,600,51200,Bethlehem
DeSales University,590,590,600,54200,Center Valley
Georgia College & State University,590,590,600,,Milledgeville
Saint Vincent College,590,590,600,48700,Latrobe
Whittier College,590,590,600,56400,Whittier
Salve Regina University,590,600,600,,Newport
John Carroll University,590,600,600,,University Heights
Salve Regina University,590,600,600,,Newport
Simmons College,590,610,600,56800,Boston
ROWAN UNIVERSITY,585,,600,,GLASSBORO
BENEDICTINE COLLEGE,585,,600,,ATCHISON
Fontbonne University,585,,600,,Saint Louis
Centenary College of Louisiana,585,,600,,Shreveport
Lyon College,585,580,600,43100,Batesville
Rutgers University-Camden,582,570,600,62000,Camden
MANHATTAN COLLEGE,580,,600,,BRONX
Houston Baptist University,580,,600,,Houston
SUNY MARITIME COLLEGE,580,,600,,BRONX
LE MOYNE COLLEGE,580,,600,,SYRACUSE
CALIFORNIA MARITIME ACADEMY,580,,600,,VALLEJO
Saint John Fisher College,580,,600,,Rochester
THOMAS MORE COLLEGE,580,,600,,CRESTVIEW HILLS
Brigham Young University-Hawaii,580,,600,42300,Laie
TOWSON UNIVERSITY,580,,600,,TOWSON
Visible School-Music and Worships Arts College,580,,600,,Lakeland
California Maritime Academy,580,,600,86600,Vallejo
Towson University,580,,600,,Towson
St. John's University-New York,580,,600,,Queens
SAN DIEGO STATE UNIVERSITY,580,,600,,SAN DIEGO
University of Nevada-Reno,580,,600,52700,Reno
Washington Hospital School of Nursing,580,,600,51600,Washington
SUNY College at Oneonta,580,,600,,Oneonta
CITADEL MILITARY COLLEGE OF SOUTH CAROLINA,580,,600,,CHARLESTON
OAKLAND CITY UNIVERSITY,580,,600,,OAKLAND CITY
ARIZONA STATE UNIVERSITY EAST,580,,600,,MESA
CALIFORNIA MARITIME ACADEMY,580,,600,,VALLEJO
SAINT VINCENT COLLEGE,580,,600,,LATROBE
Texas A & M University-Galveston,580,,600,62800,Galveston
SUNY Institute of Technology at Utica-Rome,580,,600,51200,Utica
Bellarmine University,580,,600,49000,Louisville
Mount Vernon Nazarene University,580,,600,,Mount Vernon
University of Mississippi Main Campus,580,,600,,University
UNIVERSITY OF MINNESOTA-CROOKSTON,580,,600,,CROOKSTON
THE UNIVERSITY OF TEXAS AT ARLINGTON,580,,600,,Arlington
Alfred University,580,,600,,Alfred
University of Colorado Colorado Springs,580,,600,,Colorado Springs
Carroll College,580,,600,,Waukesha
Tabor College,580,,600,43800,Hillsboro
Rutgers University-Camden,580,,600,65700,Camden
CUNY Hunter College,580,,600,51500,New York
Northern Illinois University,580,,600,49800,Dekalb
Citadel Military College of South Carolina,580,,600,,Charleston
The University of Texas at Tyler,580,,600,,Tyler
Wilkes University,580,,600,,Wilkes-Barre
Roger Williams University,580,,600,,Bristol
California Lutheran University,580,,600,,Thousand Oaks
San Diego State University,580,,600,,San Diego
CUNY Hunter College,580,,600,,New York
QUINNIPIAC UNIVERSITY,580,,600,,HAMDEN
TOWSON UNIVERSITY,580,,600,,TOWSON
UNIVERSITY OF RHODE ISLAND,580,,600,,KINGSTON
SUNY College at Oneonta,580,,600,46800,Oneonta
THE UNIVERSITY OF TEXAS AT ARLINGTON,580,,600,,ARLINGTON
University of Mississippi Main Campus,580,,600,54600,University
Le Moyne College,580,,600,,Syracuse
CARROLL COLLEGE,580,,600,,WAUKESHA
UNIVERSITY OF NEVADA-RENO,580,,600,,RENO
St. John's University-New York,580,,600,,Queens
SUNY College at Oneonta,580,,600,44400,Oneonta
Wilkes University,580,,600,,Wilkes-Barre
Alfred University,580,,600,47200,Alfred
California Maritime Academy,580,,600,83300,Vallejo
Citadel Military College of South Carolina,580,,600,,Charleston
CUNY Hunter College,580,,600,,New York
WASHINGTON STATE UNIVERSITY,580,,600,,PULLMAN
The Richard Stockton College of New Jersey,580,,600,,Pomona
Arizona Christian University,580,,600,,Phoenix
Central Michigan University,580,,600,45800,Mount Pleasant
San Diego State University,580,0,600,,San Diego
University of Wisconsin-Whitewater,580,540,600,,Whitewater
Roberts Wesleyan College,580,550,600,,Rochester
Central Michigan University,580,558,600,,Mount Pleasant
Georgia Southern University,580,560,600,43100,Statesboro
The University of Texas at Arlington,580,560,600,,Arlington
University of Hawaii at Manoa,580,560,600,,Honolulu
University of Minnesota-Duluth,580,560,600,,Duluth
Wilkes University,580,560,600,63000,Wilkes-Barre
The University of Texas at Arlington,580,560,600,53600,Arlington
Washington State University,580,560,600,52200,Pullman
Boise State University,580,560,600,,Boise
University of Nevada-Reno,580,560,600,,Reno
Abilene Christian University,580,560,600,,Abilene
Hebrew Theological College,580,570,600,29800,Skokie
Philadelphia University,580,570,600,50300,Philadelphia
Wilkes University,580,570,600,,Wilkes-Barre
Norwich University,580,570,600,,Northfield
York College Pennsylvania,580,570,600,52400,York
Saint Martin's University,580,570,600,,Lacey
Rutgers University-Camden,580,570,600,,Camden
Aria Health School of Nursing,580,570,600,,Philadelphia
Houston Baptist University,580,570,600,,Houston
Messenger College,580,570,600,,Euless
St Bonaventure University,580,570,600,,Saint Bonaventure
The University of Findlay,580,575,600,,Findlay
University of Maine,580,580,600,45900,Orono
Rowan University,580,580,600,,Glassboro
Roger Williams University,580,580,600,52300,Bristol
High Point University,580,580,600,,High Point
John Carroll University,580,580,600,57600,Cleveland
High Point University,580,580,600,,High Point
Saint Vincent College,580,580,600,,Latrobe
SUNY Oneonta,580,580,600,,Oneonta
Capital University,580,590,600,,Columbus
Adelphi University,580,590,600,57800,Garden City
Towson University,580,590,600,,Towson
Quinnipiac University,580,590,600,,Hamden
Adelphi University,580,600,600,53300,Garden City
LANCASTER GEN HOSP-LANCASTER INST FOR HEALTH ED,578,,600,,LANCASTER
Oregon Institute of Technology,570,,600,,Klamath Falls
Western New England College,570,,600,,Springfield
MONTANA STATE UNIVERSITY-BILLINGS,570,,600,,BILLINGS
San Diego State University,570,,600,53200,San Diego
Pennsylvania State University-Penn State Harrisburg,570,,600,,Middletown
Tri-State University,570,,600,,Angola
Trine University,570,,600,,Angola
Massachusetts Maritime Academy,570,,600,78000,Buzzards Bay
Monmouth University,570,,600,54500,West Long Branch
Bluffton University,570,,600,42400,Bluffton
UNIVERSITY OF HOUSTON-UNIVERSITY PARK,570,,600,,HOUSTON
BRYANT COLLEGE,570,,600,,SMITHFIELD
Pennsylvania State University-Penn State Harrisburg,570,,600,,Middletown
Otis College of Art and Design,570,,600,49700,Los Angeles
Western New England University,570,,600,,Springfield
Northwest Missouri State University,570,,600,,Maryville
Le Moyne College,570,,600,,Syracuse
The University of Texas at Arlington,570,,600,,Arlington
SUNY Institute of Technology at Utica-Rome,570,,600,56100,Utica
University of Houston,570,,600,55900,Houston
DANIEL WEBSTER COLLEGE,570,,600,,NASHUA
University of Houston,570,,600,,Houston
University of Massachusetts-Lowell,570,,600,53400,Lowell
SUNY Institute of Technology at Utica-Rome,570,,600,52100,Utica
Charleston Southern University,570,,600,41300,Charleston
San Diego State University,570,,600,,San Diego
CUNY Queens College,570,,600,,Flushing
Massachusetts Maritime Academy,570,,600,,Buzzards Bay
Western New England University,570,,600,,Springfield
UNIVERSITY OF HOUSTON-UNIVERSITY PARK,570,,600,,HOUSTON
Roger Williams University,570,,600,,Bristol
University of North Carolina at Charlotte,570,,600,,Charlotte
Pennsylvania State University-Penn State Erie-Behrend College,570,,600,,Erie
York College Pennsylvania,570,,600,,York
CUNY Brooklyn College,570,,600,,Brooklyn
Campbellsville University,570,540,600,34800,Campbellsville
SUNY Maritime College,570,550,600,,Throggs Neck
St. Bonaventure University,570,550,600,,Saint Bonaventure
Washington State University,570,550,600,,Pullman
Wilkes University,570,560,600,,Wilkes-Barre
Saint John Fisher College,570,560,600,,Rochester
The University of Texas at Tyler,570,560,600,,Tyler
Saint John Fisher College,570,560,600,50800,Rochester
SUNY Maritime College,570,560,600,,Throggs Neck
Wilkes University,570,560,600,57500,Wilkes-Barre
Saint John Fisher College,570,560,600,48400,Rochester
Saint John Fisher College,570,560,600,,Rochester
University of California-Merced,570,560,600,,Merced
The Richard Stockton College of New Jersey,570,560,600,48000,Galloway
Saint John Fisher College,570,560,600,,Rochester
University of Toledo,570,560,600,,Toledo
Philadelphia University,570,570,600,50900,Philadelphia
Wilkes University,570,570,600,57000,Wilkes-Barre
The Richard Stockton College of New Jersey,570,570,600,,Galloway
Rowan University,570,570,600,52100,Glassboro
The Richard Stockton College of New Jersey,570,570,600,,Pomona
University of California-Merced,570,570,600,,Merced
The Richard Stockton College of New Jersey,570,570,600,,Galloway
Westminster College,570,580,600,50400,New Wilmington
SUNY College at Oneonta,570,580,600,,Oneonta
Molloy College,565,,600,60200,Rockville Centre
Molloy College,565,,600,,Rockville Centre
Thomas More College,560,,600,53500,Crestview Hills
Pennsylvania State University-Penn State Erie-Behrend College,560,,600,53800,Erie
University of Pittsburgh-Greensburg,560,,600,,Greensburg
CUNY CITY COLLEGE,560,,600,,NEW YORK
Daniel Webster College,560,,600,57800,Nashua
Western New England College,560,,600,60200,Springfield
PENNSYLVANIA STATE UNIV-PENN ST ERIE-BEHREND COLL,560,,600,,ERIE
Rutgers University-Newark,560,,600,65700,Newark
SAMUEL MERRITT COLLEGE,560,,600,,OAKLAND
California State Polytechnic University-Pomona,560,,600,,Pomona
Maryville University of Saint Louis,560,,600,,Saint Louis
Daniel Webster College,560,,600,,Nashua
Southwest Baptist University,560,,600,35700,Bolivar
Pennsylvania State University-Penn State Erie-Behrend College,560,,600,52300,Erie
THE COLLEGE OF SAINT SCHOLASTICA,560,,600,,DULUTH
SUNY Maritime College,560,,600,,Throggs Neck
SUNY Institute of Technology at Utica-Rome,560,,600,,Utica
North Central University,560,,600,,Minneapolis
Otis College of Art and Design,560,,600,,Los Angeles
SUNY Institute of Technology at Utica-Rome,560,,600,,Utica
Massachusetts Maritime Academy,560,,600,,Buzzards Bay
Visible School-Music and Worships Arts College,560,530,600,,Memphis
SUNY Maritime College,560,540,600,77600,Throggs Neck
University of Washington-Bothell Campus,560,540,600,,Bothell
Pennsylvania State University-Penn State Erie-Behrend College,560,540,600,,Erie
Saint John Fisher College,560,550,600,,Rochester
University of North Carolina at Charlotte,560,550,600,,Charlotte
Wartburg College,560,550,600,,Waverly
Wilkes University,560,560,600,,Wilkes-Barre
Saint Vincent College,560,570,600,,Latrobe
Rutgers University-Newark,560,570,600,,Newark
Hardin-Simmons University,560,570,600,44300,Abilene
Rutgers University-Newark,560,570,600,,Newark
Lyon College,560,583,600,,Batesville
TRI-STATE UNIVERSITY,550,,600,,ANGOLA
San Jose State University,550,,600,,San Jose
SUNY Maritime College,550,,600,79000,Throggs Neck
New York Institute of Technology-Old Westbury,550,,600,,Old Westbury
Conemaugh Valley Memorial Hospital,550,,600,,Johnstown
CALIFORNIA STATE POLYTECHNIC UNIVERSITY-POMONA,550,,600,,POMONA
CUNY City College,550,,600,,New York
Arkansas Tech University,550,,600,,Russellville
RUTGERS UNIVERSITY-NEWARK,550,,600,,NEWARK
Conemaugh Valley Memorial Hospital,550,,600,,Johnstown
New York Institute of Technology,550,,600,,Old Westbury
CUNY BERNARD M BARUCH COLLEGE,550,,600,,NEW YORK
California State Polytechnic University-Pomona,550,0,600,,Pomona
Northwest Missouri State University,550,0,600,,Maryville
Massachusetts Maritime Academy,550,530,600,,Buzzards Bay
Massachusetts Maritime Academy,550,530,600,,Buzzards Bay
Pennsylvania State University-Penn State Erie-Behrend College,550,540,600,,Erie
Pennsylvania State University-Penn State Harrisburg,550,540,600,,Middletown
Hodges University,550,570,600,,Naples
Conemaugh Valley Memorial Hospital,550,600,600,,Johnstown
Conemaugh Valley Memorial Hospital,550,600,600,49400,Johnstown
Baker University,545,555,600,,Baldwin City
HOBE SOUND BIBLE COLLEGE,540,,600,,HOBE SOUND
CALIFORNIA STATE POLYTECHNIC UNIVERSITY-POMONA,540,,600,,POMONA
INDIANA INSTITUTE OF TECHNOLOGY,540,,600,,FT WAYNE
California State Polytechnic University-Pomona,540,,600,59300,Pomona
Henderson State University,540,,600,,Arkadelphia
University of Wisconsin-Whitewater,540,540,600,,Whitewater
Campbellsville University,540,550,600,,Campbellsville
CONCORD COLLEGE,530,,600,,ATHENS
Westwood College-Ft Worth,530,,600,,Fort Worth
William Carey University,530,,600,38900,Hattiesburg
Concordia University-Wisconsin,530,520,600,,Mequon
Alice Lloyd College,530,560,600,39100,Pippa Passes
Crown College,520,,600,,Saint Bonifacius
Culver-Stockton College,520,,600,,Canton
TEXAS A & M UNIVERSITY-GALVESTON,500,,600,,GALVESTON
Southern Arkansas University Main Campus,500,,600,37400,Magnolia
McKendree College,480,,600,,Lebanon
William Carey University,470,,600,,Hattiesburg
CUNY CITY COLLEGE,460,,600,,NEW YORK
Judson University,,580,600,44700,Elgin
University of Louisiana at Lafayette,,590,600,,Lafayette
Hampton University,626,,599,,Hampton
Bowie State University,590,,599,,Bowie
Bowie State University,557,,599,,Bowie
Life University,,485,599,,Marietta
HAMPTON UNIVERSITY,629,,598,,HAMPTON
SAINT EDWARD'S UNIVERSITY,610,,598,,AUSTIN
ANDERSON COLLEGE,610,,598,,ANDERSON
Crown College,600,618,598,35000,Saint Bonifacius
Westminster College,590,580,598,48400,New Wilmington
University of Mobile,586,,598,,Mobile
Augsburg College,580,575,598,,Minneapolis
The University of Texas at Tyler,560,550,598,,Tyler
MONTSERRAT COLLEGE OF ART,644,,597,,BEVERLY
BRYAN COLLEGE,612,,597,,DAYTON
GEORGIA COLLEGE AND STATE UNIVERSITY,600,,597,,MILLEDGEVILLE
Saint Xavier University,580,592,597,50200,Chicago
University of Puerto Rico-Ponce,597,,596,,Ponce
Sacred Heart University,580,,596,59000,Fairfield
DICKINSON STATE UNIVERSITY,570,,596,,DICKINSON
Crown College,650,,595,,Saint Bonifacius
Sweet Briar College,640,600,595,,Sweet Briar
North Carolina School of the Arts,620,,595,,Winston-Salem
PRATT INSTITUTE-MAIN,610,,595,,BROOKLYN
University of Colorado Denver,600,,595,91600,Denver
Hartwick College,600,590,595,56800,Oneonta
Hamline University,600,590,595,,Saint Paul
Spring Arbor University,595,570,595,44300,Spring Arbor
SPALDING UNIVERSITY,590,,595,,LOUISVILLE
SPALDING UNIVERSITY,590,,595,,LOUISVILLE
Northeastern Illinois University,585,,595,,Chicago
SPALDING UNIVERSITY,580,,595,,LOUISVILLE
University of Central Arkansas,575,,595,,Conway
The College of Idaho,575,560,595,44500,Caldwell
Northern Illinois University,570,,595,,Dekalb
Molloy College,570,585,595,,Rockville Centre
Molloy College,560,,595,,Rockville Centre
Southeast Missouri State University,555,,595,,Cape Girardeau
Greenville College,550,570,595,,Greenville
Wartburg College,543,540,595,,Waverly
University of Missouri-St Louis,,555,595,,Saint Louis
University of Central Arkansas,,575,595,43500,Conway
Montserrat College of Art,648,,594,,Beverly
Black Hills State University,635,510,594,,Spearfish
BREVARD COLLEGE,622,,594,,Brevard
UNIVERSITY OF PUERTO RICO-HUMACAO,575,,594,,Humacao
Baldwin-Wallace College,610,600,593,48700,Berea
BEREA COLLEGE,603,,593,,BEREA
Converse College,600,,593,,Spartanburg
JOHNSON BIBLE COLLEGE,600,,593,,KNOXVILLE
University of Southern Mississippi,583,,593,,Hattiesburg
University of Puerto Rico-Aguadilla,557,,593,31400,Ramey
Art Academy of Cincinnati,629,,592,,Cincinnati
BOISE STATE UNIVERSITY,612,,592,,BOISE
THE BAPTIST COLLEGE OF FLORIDA,597,,592,,GRACEVILLE
Missouri Valley College,507,,592,,Marshall
Midwestern Baptist Theological Seminary,661,661,591,,Kansas City
University of Northern Iowa,580,,591,,Cedar Falls
MacMurray College,710,,590,,Jacksonville
Appalachian Bible College,680,,590,,Bradley
CALIFORNIA CHRISTIAN COLLEGE,670,,590,,FRESNO
YORK COLLEGE,660,,590,,YORK
Union College,660,610,590,46600,Lincoln
Warren Wilson College,660,610,590,,Swannanoa
Warren Wilson College,660,630,590,26400,Swannanoa
EVERGREEN STATE COLLEGE,650,,590,,OLYMPIA
Hollins University,650,,590,,Roanoke
Hollins University,650,,590,,Roanoke
MARANATHA BAPTIST BIBLE COLLEGE INC,650,,590,,WATERTOWN
WELLS COLLEGE,650,,590,,AURORA
The Evergreen State College,650,,590,,Olympia
WARREN WILSON COLLEGE,650,,590,,SWANNANOA
The Art Center Design College-Albuquerque,650,,590,,Albuquerque
Hollins University,650,,590,,Roanoke
Alice Lloyd College,650,540,590,,Pippa Passes
Watkins College of Art & Design,650,550,590,33700,Nashville
Paul Quinn College,650,600,590,,Dallas
Mills College,650,620,590,,Oakland
Warren Wilson College,650,620,590,,Swannanoa
Augustana College,650,660,590,48600,Sioux Falls
LAMBUTH UNIVERSITY,640,,590,,JACKSON
Sweet Briar College,640,,590,,Sweet Briar
Milwaukee School of Engineering,640,,590,65800,Milwaukee
Wittenberg University,640,,590,49100,Springfield
NORTH PARK UNIVERSITY,640,,590,,CHICAGO
Freed-Hardeman University,640,,590,,Henderson
Mills College,640,,590,,Oakland
The Evergreen State College,640,,590,37900,Olympia
COLLEGE OF SANTA FE,640,,590,,SANTA FE
Hollins University,640,,590,,Roanoke
Wesleyan College,640,,590,,Macon
The Evergreen State College,640,,590,36200,Olympia
College of Santa Fe,640,,590,,Santa Fe
Landmark College,640,,590,,Putney
Wells College,640,,590,48300,Aurora
The Evergreen State College,640,590,590,,Olympia
The Evergreen State College,640,600,590,,Olympia
College of Santa Fe,640,620,590,43700,Santa Fe
School of the Museum of Fine Arts-Boston,635,600,590,39400,Boston
Freed-Hardeman University,630,,590,,Henderson
ALASKA PACIFIC UNIVERSITY,630,,590,,ANCHORAGE
Mississippi College,630,,590,43400,Clinton
Colorado Christian University,630,,590,,Lakewood
KANSAS CITY ART INSTITUTE,630,,590,,KANSAS CITY
Kansas City Art Institute,630,,590,,Kansas City
Trinity International University,630,,590,43500,Deerfield
School of the Art Institute of Chicago,630,,590,,Chicago
Memphis College of Art,630,,590,,Memphis
Elmhurst College,630,,590,,Elmhurst
Colorado Christian University,630,,590,,Lakewood
Saint Mary's University of Minnesota,630,,590,,Winona
GREENVILLE COLLEGE,630,,590,,GREENVILLE
Maranatha Baptist Bible College Inc,630,,590,32200,Watertown
San Francisco Art Institute,630,,590,33300,San Francisco
Cleveland Institute of Art,630,,590,,Cleveland
Roosevelt University,630,,590,,Chicago
O'MORE COLLEGE OF DESIGN,630,,590,,FRANKLIN
North Central University,630,,590,,Minneapolis
Roosevelt University,630,580,590,,Chicago
Hamline University,630,600,590,51800,Saint Paul
Multnomah Bible College and Biblical Seminary,630,600,590,,Portland
University of North Carolina School of the Arts,630,610,590,,Winston-Salem
Prescott College,630,640,590,,Prescott
Columbia International University,630,650,590,,Columbia
Freed-Hardeman University,628,,590,41400,Henderson
Roosevelt University,625,,590,,Chicago
Augsburg College,623,,590,,Minneapolis
Central Maine Medical Center School of Nursing,620,,590,,Lewiston
Sweet Briar College,620,,590,48000,Sweet Briar
Saint Edward's University,620,,590,,Austin
HOOD COLLEGE,620,,590,,FREDERICK
