INSTNM,SATVR75,SATWR75,SATMT75,mn_earn_wne_p10,CITY
UNIVERSITY OF ST THOMAS,620,,640,,ST PAUL
LENOIR-RHYNE COLLEGE,620,,640,,HICKORY
Texas Christian University,620,,640,,Fort Worth
Loyola Marymount University,620,,640,68300,Los Angeles
Harding University,620,,640,43900,Searcy
CONCORDIA UNIVERSITY-ST PAUL,620,,640,,St. Paul
University of Alabama at Birmingham,620,,640,,Birmingham
UNIVERSITY OF DAYTON,620,,640,,DAYTON
TEXAS CHRISTIAN UNIVERSITY,620,,640,,FT WORTH
Colorado State University-Fort Collins,620,,640,,Fort Collins
Goshen College,620,,640,,Goshen
University of Massachusetts-Amherst,620,,640,,Amherst
University of Louisville,620,,640,,Louisville
Concordia College at Moorhead,620,,640,,Moorhead
University of Dayton,620,,640,,Dayton
Ohio Wesleyan University,620,,640,,Delaware
JUNIATA COLLEGE,620,,640,,HUNTINGDON
CUNY Hunter College,620,,640,,New York
SUNY College of Environmental Science and Forestry,620,,640,,Syracuse
Bethel College-North Newton,620,530,640,,North Newton
Albion College,620,580,640,,Albion
University of Cincinnati-Main Campus,620,590,640,46000,Cincinnati
University of Evansville,620,600,640,49400,Evansville
University of South Florida-Main Campus,620,600,640,48300,Tampa
Augsburg College,620,600,640,,Minneapolis
University of Central Florida,620,600,640,50700,Orlando
Oklahoma Christian University,620,600,640,,Edmond
University of Cincinnati-Main Campus,620,600,640,,Cincinnati
The University of Alabama,620,600,640,,Tuscaloosa
University of Cincinnati-Main Campus,620,610,640,,Cincinnati
The University of Alabama,620,610,640,,Tuscaloosa
University of Judaism,620,610,640,,Los Angeles
University of Cincinnati-Main Campus,620,610,640,,Cincinnati
University of South Florida-Main Campus,620,610,640,,Tampa
Indiana University-Bloomington,620,620,640,,Bloomington
Texas Christian University,620,620,640,59000,Fort Worth
University of Cincinnati-Main Campus,620,620,640,,Cincinnati
Butler University,620,620,640,63100,Indianapolis
The University of Alabama,620,620,640,49100,Tuscaloosa
Butler University,620,620,640,,Indianapolis
University of California-Santa Cruz,620,620,640,,Santa Cruz
Wofford College,620,620,640,,Spartanburg
Messiah College,620,620,640,,Mechanicsburg
Loyola Marymount University,620,630,640,,Los Angeles
Marist College,620,640,640,59800,Poughkeepsie
Providence College,620,640,640,67400,Providence
Fairfield University,620,640,640,78600,Fairfield
Providence College,620,640,640,,Providence
Westminster College,620,660,640,,Fulton
Presbyterian College,610,,640,51100,Clinton
MICHIGAN STATE UNIVERSITY,610,,640,,EAST LANSING
DREXEL UNIVERSITY,610,,640,,PHILADELPHIA
Florida Institute of Technology,610,,640,,Melbourne
Wichita State University,610,,640,,Wichita
Oklahoma State University-Main Campus,610,,640,,Stillwater
Bradley University,610,,640,59900,Peoria
OHIO NORTHERN UNIVERSITY,610,,640,,ADA
NORTH CENTRAL COLLEGE,610,,640,,NAPERVILLE
Colorado State University,610,,640,50400,Fort Collins
University of Louisville,610,,640,,Louisville
SUNY at Buffalo,610,,640,,Buffalo
University of Wyoming,610,,640,51800,Laramie
NORTH CENTRAL COLLEGE,610,,640,,NAPERVILLE
Tennessee Technological University,610,,640,44200,Cookeville
Mississippi State University,610,,640,48500,Mississippi State
University of Dayton,610,,640,61300,Dayton
University of Arkansas,610,,640,,Fayetteville
Florida Institute of Technology,610,,640,60400,Melbourne
SUNY AT BUFFALO,610,,640,,BUFFALO
Florida Institute of Technology,610,,640,,Melbourne
Embry Riddle Aeronautical University-Prescott,610,,640,,Prescott
University of Houston,610,,640,,Houston
Lewis University,610,570,640,,Romeoville
Grand Valley State University,610,590,640,43600,Allendale
University of Central Florida,610,590,640,,Orlando
University of Kentucky,610,600,640,,Lexington
University of Cincinnati-Main Campus,610,600,640,45800,Cincinnati
Valparaiso University,610,610,640,56700,Valparaiso
University of Detroit Mercy,610,610,640,,Detroit
University of Detroit Mercy,610,610,640,,Detroit
Embry Riddle Aeronautical University-Prescott,605,,640,64300,Prescott
University of Minnesota-Duluth,600,,640,49600,Duluth
Bradley University,600,,640,56500,Peoria
Embry Riddle Aeronautical University-Prescott,600,,640,,Prescott
Albany College of Pharmacy,600,,640,,Albany
Winona State University,600,,640,44000,Winona
Oklahoma State University-Main Campus,600,,640,50500,Stillwater
SUNY at Buffalo,600,,640,,Buffalo
Tennessee Technological University,600,,640,,Cookeville
CUNY Hunter College,600,,640,,New York
University of Houston,600,,640,,Houston
North Dakota State University-Main Campus,600,,640,51700,Fargo
University of Illinois at Chicago,600,,640,,Chicago
Rowan University,600,580,640,,Glassboro
University of Michigan-Dearborn,600,600,640,,Dearborn
Concordia University,590,,640,45500,River Forest
University of the Sciences in Philadelphia,590,,640,,Philadelphia
Concordia University,590,,640,42400,Seward
BENTLEY COLLEGE,590,,640,,WALTHAM
Rockhurst University,590,,640,,Kansas City
CUNY City College,590,,640,,New York
Northern Illinois University,590,0,640,,Dekalb
Judson College,590,540,640,28700,Marion
University of Minnesota-Duluth,590,570,640,,Duluth
Embry-Riddle Aeronautical University-Daytona Beach,590,580,640,,Daytona Beach
CUNY Bernard M Baruch College,580,,640,,New York
WESTMINSTER COLLEGE,580,,640,,FULTON
Illinois College,580,630,640,44300,Jacksonville
Wisconsin Lutheran College,570,,640,,Milwaukee
ALBANY COLLEGE OF PHARMACY,570,,640,,ALBANY
New Jersey Institute of Technology,570,,640,,Newark
CUNY Bernard M Baruch College,570,,640,,New York
Saint Cloud State University,563,,640,44600,Saint Cloud
HANNIBAL-LAGRANGE COLLEGE,560,,640,,HANNIBAL
FORT VALLEY STATE UNIVERSITY,560,,640,,FT VALLEY
Clarke College,550,560,640,48800,Dubuque
CONCORD COLLEGE,540,,640,,ATHENS
Southern Arkansas University Main Campus,530,,640,,Magnolia
CUNY Bernard M Baruch College,530,,640,62500,New York
McKendree University,520,540,640,,Lebanon
Mississippi University for Women,480,,640,,Columbus
University of North Alabama,470,,640,,Florence
University of Northern Iowa,,,640,,Cedar Falls
University of Michigan-Dearborn,,580,640,,Dearborn
University of Louisiana at Monroe,,580,640,,Monroe
University of Michigan-Dearborn,,595,640,55700,Dearborn
Gordon College,653,648,639,,Wenham
Thomas Aquinas College,718,678,638,,Santa Paula
Corban College,659,,638,,Salem
ROBERTS WESLEYAN COLLEGE,657,,638,,ROCHESTER
Bryan College,650,640,638,,Dayton
Lancaster General College of Nursing & Health Sciences,648,,638,,Lancaster
HOBART WILLIAM SMITH COLLEGES,630,,638,,GENEVA
Luther College,610,580,638,,Decorah
Loras College,,533,638,52900,Dubuque
Transylvania University,645,,637,,Lexington
Dallas Baptist University,643,,637,45500,Dallas
University of Northern Iowa,590,,637,,Cedar Falls
Bethel University,670,,635,48700,Saint Paul
COVENANT COLLEGE,660,,635,,LOOKOUT MOUNTAIN
Crown College,655,,635,35600,Saint Bonifacius
Taylor University,645,620,635,43000,Upland
Augsburg College,640,598,635,,Minneapolis
Hebrew Theological College,625,,635,,Skokie
University of Puerto Rico at Cayey,615,,635,,Cayey
University of Utah,610,610,635,,Salt Lake City
LAWRENCE TECHNOLOGICAL UNIVERSITY,603,,635,,SOUTHFIELD
Southern Polytechnic State University,600,,635,,Marietta
Southwestern Christian University,590,490,635,,Bethany
Eureka College,570,,635,,Eureka
Wartburg College,540,540,635,47100,Waverly
NORTH CAROLINA WESLEYAN COLLEGE,678,,634,,ROCKY MOUNT
DBA CORBAN COLLEGE,654,,634,,SALEM
DALLAS CHRISTIAN COLLEGE,603,,634,,DALLAS
Webster University,655,590,633,44100,Saint Louis
Dallas Baptist University,640,,633,,Dallas
The College of Idaho,640,618,633,46600,Caldwell
Central College,633,,633,,Pella
North Central College,630,583,633,50700,Naperville
UNIVERSITY OF ALABAMA IN HUNTSVILLE,620,,633,,HUNTSVILLE
SUNY INSTITUTE OF TECHNOLOGY AT UTICA-ROME,620,,633,,UTICA
Webster University,615,582,633,,Saint Louis
Augsburg College,598,,633,49700,Minneapolis
Cairn University-Wisconsin Wilderness,652,,632,,Cable
New Mexico Military Institute,615,610,632,,Roswell
Marist College,612,622,632,,Poughkeepsie
University of New Orleans,600,,632,43100,New Orleans
Benedictine College,582,580,632,48800,Atchison
Southwestern College,635,589,631,,Phoenix
University of Puerto Rico-Cayey,612,,631,,Cayey
The King’s College,790,680,630,,New York
HANNIBAL-LAGRANGE COLLEGE,730,,630,,HANNIBAL
Park University,720,,630,,Parkville
Judson College,720,640,630,,Marion
Alma College,712,618,630,50200,Alma
Central Maine Medical Center School of Nursing,700,,630,,Lewiston
Bennington College,700,690,630,36900,Bennington
BENNINGTON COLLEGE,690,,630,,Bennington
AGNES SCOTT COLLEGE,690,,630,,DECATUR
Loyola University New Orleans,690,,630,52500,New Orleans
Earlham College,690,700,630,,Richmond
AVE MARIA COLLEGE,680,,630,,Ypsilanti
SAN FRANCISCO CONSERVATORY OF MUSIC,680,,630,,SAN FRANCISCO
Union University,680,,630,44300,Jackson
Agnes Scott College,680,660,630,,Decatur
Randolph-Macon Woman's College,670,,630,,Lynchburg
GOSHEN COLLEGE,670,,630,,GOSHEN
Randolph-Macon Woman's College,670,,630,,Lynchburg
University of Puerto Rico-Bayamon,670,,630,,Bayamon
Houghton College,670,,630,,Houghton
UNIVERSITY OF PUERTO RICO-BAYAMON,670,,630,,Bayamon
Goucher College,670,,630,,Baltimore
University of Puerto Rico-Bayamon,670,,630,,Bayamon
University of Puerto Rico-Bayamon,670,,630,34500,Bayamon
Bryn Athyn College of the New Church,670,610,630,,Bryn Athyn
Franciscan University of Steubenville,670,630,630,,Steubenville
Maryland Institute College of Art,670,650,630,,Baltimore
Covenant College,670,650,630,,Lookout Mountain
North Greenville University,670,660,630,,Tigerville
Madonna University,670,770,630,44900,Livonia
Madonna University,670,770,630,,Livonia
EMERSON COLLEGE,660,,630,,Boston
Franciscan University of Steubenville,660,,630,,Steubenville
Bethel University,660,,630,,Saint Paul
Loyola University New Orleans,660,,630,,New Orleans
GOUCHER COLLEGE,660,,630,,BALTIMORE
EMERSON COLLEGE,660,,630,,Boston
BELHAVEN COLLEGE,660,,630,,JACKSON
MARY WASHINGTON COLLEGE,660,,630,,FREDERICKSBURG
GOUCHER COLLEGE,660,,630,,BALTIMORE
HOUGHTON COLLEGE,660,,630,,HOUGHTON
Houghton College,660,,630,,Houghton
Transylvania University,660,,630,,Lexington
Bethel University,660,620,630,,Saint Paul
Covenant College,660,630,630,,Lookout Mountain
Maryland Institute College of Art,660,630,630,,Baltimore
University of Mary Washington,660,640,630,,Fredericksburg
University of Mary Washington,660,640,630,,Fredericksburg
Covenant College,660,640,630,,Lookout Mountain
Birmingham Southern College,660,650,630,,Birmingham
University of Mary Washington,660,650,630,55300,Fredericksburg
North Greenville University,660,670,630,35100,Tigerville
Transylvania University,660,670,630,51100,Lexington
Wisconsin Lutheran College,655,,630,,Milwaukee
Benedictine College,655,,630,,Atchison
Benedictine College,653,,630,,Atchison
William Jewell College,650,,630,48900,Liberty
ASBURY COLLEGE,650,,630,,WILMORE
College of Charleston,650,,630,,Charleston
Drake University,650,,630,,Des Moines
Seattle Pacific University,650,,630,,Seattle
CONCORDIA COLLEGE AT MOORHEAD,650,,630,,MOORHEAD
Asbury College,650,,630,40400,Wilmore
GOSHEN COLLEGE,650,,630,,GOSHEN
University of Detroit Mercy,650,,630,,Detroit
BERRY COLLEGE,650,,630,,MOUNT BERRY
Salem College,650,,630,43500,Winston Salem
Concordia College at Moorhead,650,,630,,Moorhead
Prescott College,650,610,630,35800,Prescott
Oglethorpe University,650,620,630,52000,Atlanta
Franciscan University of Steubenville,650,630,630,43500,Steubenville
Marymount Manhattan College,650,640,630,,New York
Drew University,650,640,630,,Madison
Gordon College,650,640,630,40800,Wenham
Drew University,650,650,630,63800,Madison
FORT VALLEY STATE UNIVERSITY,645,,630,,FT VALLEY
Webster University,645,685,630,49100,Saint Louis
WEBSTER UNIVERSITY,640,,630,,St Louis
UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE,640,,630,,ASHEVILLE
Pratt Institute-Main,640,,630,,Brooklyn
North Central College,640,,630,,Naperville
Birmingham Southern College,640,,630,,Birmingham
HARDING UNIVERSITY,640,,630,,Searcy
LOYOLA UNIVERSITY CHICAGO,640,,630,,Chicago
The Master's College and Seminary,640,,630,49000,Santa Clarita
Hobart William Smith Colleges,640,,630,,Geneva
University of Redlands,640,,630,,Redlands
Albertson College of Idaho,640,,630,,Caldwell
UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE,640,,630,,ASHEVILLE
MILLSAPS COLLEGE,640,,630,,JACKSON
LOYOLA UNIVERSITY CHICAGO,640,,630,,Chicago
JOHN BROWN UNIVERSITY,640,,630,,SILOAM SPRINGS
CLARK UNIVERSITY,640,,630,,WORCESTER
ALBION COLLEGE,640,,630,,ALBION
UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE,640,,630,,ASHEVILLE
COLLEGE OF CHARLESTON,640,,630,,CHARLESTON
SEATTLE PACIFIC UNIVERSITY,640,,630,,SEATTLE
CATHOLIC UNIVERSITY OF AMERICA,640,,630,,WASHINGTON
DRURY UNIVERSITY,640,,630,,Springfield
Belmont University,640,,630,44900,Nashville
John Brown University,640,,630,52100,Siloam Springs
BERRY COLLEGE,640,,630,,MOUNT BERRY
University of South Dakota,640,,630,,Vermillion
Belmont University,640,,630,,Nashville
HOUGHTON COLLEGE,640,,630,,HOUGHTON
Berry College,640,,630,,Mount Berry
UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE,640,,630,,ASHEVILLE
CENTENARY COLLEGE OF LOUISIANA,640,,630,,Shreveport
College of Saint Benedict,640,,630,,Saint Joseph
Belmont University,640,,630,,Nashville
College of Charleston,640,,630,,Charleston
Belmont University,640,,630,,Nashville
Bryn Athyn College of the New Church,640,600,630,,Bryn Athyn
Berry College,640,610,630,,Mount Berry
Stetson University,640,610,630,,DeLand
Berry College,640,610,630,,Mount Berry
Trinity Christian College,640,610,630,,Palos Heights
Goshen College,640,620,630,41200,Goshen
University of North Carolina at Asheville,640,620,630,39300,Asheville
Seattle University,640,620,630,,Seattle
Albertson College of Idaho,640,620,630,,Caldwell
University of North Carolina at Asheville,640,620,630,42000,Asheville
Mercer University,640,620,630,56200,Macon
Seattle University,640,620,630,61500,Seattle
Bradley University,640,620,630,,Peoria
University of North Carolina at Asheville,640,625,630,,Asheville
Birmingham Southern College,640,630,630,55700,Birmingham
Ithaca College,640,630,630,,Ithaca
Seattle University,640,630,630,,Seattle
Seattle University,640,630,630,,Seattle
HAMLINE UNIVERSITY,635,,630,,ST PAUL
University of Evansville,630,,630,,Evansville
Brigham Young University-Hawaii,630,,630,,Laie
Belmont University,630,,630,,Nashville
The Master's College and Seminary,630,,630,,Santa Clarita
BIOLA UNIVERSITY,630,,630,,LA MIRADA
UNIVERSITY OF CALIFORNIA-SANTA CRUZ,630,,630,,SANTA CRUZ
FORDHAM UNIVERSITY,630,,630,,BRONX
Houghton College,630,,630,41600,Houghton
Point Loma Nazarene University,630,,630,,San Diego
Hamline University,630,,630,,Saint Paul
John Carroll University,630,,630,,Cleveland
University of Vermont,630,,630,,Burlington
The University of Alabama,630,,630,,Tuscaloosa
ECKERD COLLEGE,630,,630,,ST PETERSBURG
DePaul University,630,,630,58000,Chicago
HANOVER COLLEGE,630,,630,,HANOVER
CROWN COLLEGE,630,,630,,ST BONIFACIUS
COLLEGE OF CHARLESTON,630,,630,,CHARLESTON
HIRAM COLLEGE,630,,630,,HIRAM
MERCER UNIVERSITY,630,,630,,MACON
THE MASTER'S COLLEGE AND SEMINARY,630,,630,,Santa Clarita
FORDHAM UNIVERSITY,630,,630,,BRONX
Harding University,630,,630,,Searcy
Hofstra University,630,,630,,Hempstead
LOYOLA UNIVERSITY CHICAGO,630,,630,,CHICAGO
UNIVERSITY OF CALIFORNIA-SANTA CRUZ,630,,630,,SANTA CRUZ
UNIVERSITY OF EVANSVILLE,630,,630,,EVANSVILLE
FLORIDA STATE UNIVERSITY,630,,630,,TALLAHASSEE
MARYVILLE COLLEGE,630,,630,,MARYVILLE
SAMFORD UNIVERSITY,630,,630,,BIRMINGHAM
Harding University,630,,630,,Searcy
ITHACA COLLEGE,630,,630,,ITHACA
BELMONT UNIVERSITY,630,,630,,NASHVILLE
North Central College,630,,630,,Naperville
UNIVERSITY OF DENVER,630,,630,,DENVER
ROLLINS COLLEGE,630,,630,,WINTER PARK
DORDT COLLEGE,630,,630,,SIOUX CENTER
Samford University,630,,630,53800,Birmingham
MARYVILLE COLLEGE,630,,630,,MARYVILLE
UNIVERSITY OF ST THOMAS,630,,630,,HOUSTON
STONEHILL COLLEGE,630,,630,,Easton
JOHN CARROLL UNIVERSITY,630,,630,,CLEVELAND
North Dakota State University-Main Campus,630,,630,53700,Fargo
Northland College,630,,630,,Ashland
University of Utah,630,,630,,Salt Lake City
Mercer University,630,,630,55600,Macon
George Fox University,630,,630,,Newberg
Utah State University,630,,630,,Logan
Lawrence Technological University,630,,630,,Southfield
Samford University,630,,630,,Birmingham
PROVIDENCE COLLEGE,630,,630,,PROVIDENCE
Loyola University Maryland,630,,630,,Baltimore
JUNIATA COLLEGE,630,,630,,HUNTINGDON
Harding University,630,,630,,Searcy
The University of Alabama,630,,630,,Tuscaloosa
SAMFORD UNIVERSITY,630,,630,,BIRMINGHAM
ROLLINS COLLEGE,630,,630,,WINTER PARK
UNIVERSITY OF ALABAMA IN HUNTSVILLE,630,,630,,HUNTSVILLE
DePaul University,630,,630,,Chicago
Alma College,630,,630,,Alma
North Dakota State University-Main Campus,630,,630,,Fargo
University of Minnesota-Duluth,630,,630,,Duluth
Hofstra University,630,,630,,Hempstead
College of Charleston,630,,630,,Charleston
University of Detroit Mercy,630,,630,48000,Detroit
Belmont University,630,,630,46100,Nashville
Lawrence Technological University,630,580,630,,Southfield
University of Utah,630,600,630,61800,Salt Lake City
Montana State University,630,600,630,,Bozeman
Hanover College,630,610,630,55000,Hanover
University of Wisconsin-Whitewater,630,610,630,,Whitewater
University of Utah,630,610,630,,Salt Lake City
Stetson University,630,610,630,,DeLand
University of St Thomas,630,610,630,53600,Houston
University of California-Santa Cruz,630,620,630,54100,Santa Cruz
Dordt College,630,620,630,,Sioux Center
Seattle Pacific University,630,620,630,,Seattle
Samford University,630,620,630,,Birmingham
Point Loma Nazarene University,630,620,630,,San Diego
Lake Forest College,630,620,630,,Lake Forest
Seattle University,630,630,630,58700,Seattle
Loyola University Chicago,630,630,630,,Chicago
Ithaca College,630,630,630,56300,Ithaca
Eastern Mennonite University,628,,630,,Harrisonburg
Abilene Christian University,623,,630,,Abilene
The College of Idaho,623,570,630,,Caldwell
HUNTINGDON COLLEGE,620,,630,,MONTGOMERY
University of Alabama in Huntsville,620,,630,,Huntsville
Montana State University,620,,630,45000,Bozeman
WITTENBERG UNIVERSITY,620,,630,,SPRINGFIELD
JOHN CARROLL UNIVERSITY,620,,630,,CLEVELAND
LOYOLA MARYMOUNT UNIVERSITY,620,,630,,LOS ANGELES
